x,y,elevation,label
318236.2022,77949.45175,72.296669,land
318237.2025,77949.45175,72.279335,land
318238.2027,77949.45175,72.332809,land
318239.203,77949.45175,72.364571,land
318240.2033,77949.45175,72.399384,land
318241.2035,77949.45175,72.38884,land
318242.2038,77949.45175,72.370857,land
318243.2041,77949.45175,72.419609,land
318244.2043,77949.45175,72.489067,land
318245.2046,77949.45175,72.518593,land
318246.2049,77949.45175,72.500313,land
318247.2051,77949.45175,72.510849,land
318248.2054,77949.45175,72.513115,land
318249.2056,77949.45175,72.498566,land
318250.2059,77949.45175,72.49752,land
318251.2062,77949.45175,72.504822,land
318252.2064,77949.45175,72.474861,land
318253.2067,77949.45175,72.356491,land
318254.207,77949.45175,72.18988,land
318255.2072,77949.45175,71.997971,land
318256.2075,77949.45175,71.923424,land
318257.2078,77949.45175,71.92337,land
318258.208,77949.45175,71.864685,land
318259.2083,77949.45175,71.867393,land
318260.2085,77949.45175,71.902672,land
318261.2088,77949.45175,71.918541,land
318262.2091,77949.45175,71.874222,land
318263.2093,77949.45175,71.858452,land
318264.2096,77949.45175,71.83625,land
318265.2099,77949.45175,71.837105,land
318266.2101,77949.45175,71.834251,land
318267.2104,77949.45175,71.790459,land
318268.2106,77949.45175,71.802544,land
318269.2109,77949.45175,71.716286,land
318270.2112,77949.45175,71.733742,land
318271.2114,77949.45175,71.861031,land
318272.2117,77949.45175,71.865334,land
318273.212,77949.45175,71.927162,land
318274.2122,77949.45175,72.018852,land
318275.2125,77949.45175,72.229515,land
318276.2128,77949.45175,72.3806,land
318277.213,77949.45175,72.01049,land
318278.2133,77949.45175,71.607506,land
318279.2135,77949.45175,71.438156,land
318280.2138,77949.45175,71.403091,land
318281.2141,77949.45175,71.386475,land
318282.2143,77949.45175,71.276535,land
318283.2146,77949.45175,71.120155,land
318284.2149,77949.45175,70.994385,land
318285.2151,77949.45175,70.836067,land
318286.2154,77949.45175,70.676674,land
318287.2156,77949.45175,70.533356,land
318288.2159,77949.45175,70.406631,land
318289.2162,77949.45175,70.368469,land
318290.2164,77949.45175,70.304619,land
318291.2167,77949.45175,70.185593,land
318292.217,77949.45175,70.116074,land
318293.2172,77949.45175,70.13015,land
318294.2175,77949.45175,70.051819,land
318295.2178,77949.45175,69.938225,land
318296.218,77949.45175,69.881027,land
318297.2183,77949.45175,69.840378,land
318298.2185,77949.45175,69.833771,land
318299.2188,77949.45175,69.820641,land
318300.2191,77949.45175,69.787315,land
318301.2193,77949.45175,69.783134,land
318302.2196,77949.45175,69.686234,land
318303.2199,77949.45175,69.678062,land
318304.2201,77949.45175,69.729446,land
318305.2204,77949.45175,69.773293,land
318306.2207,77949.45175,69.752388,land
318307.2209,77949.45175,69.73455,land
318308.2212,77949.45175,69.724403,land
318309.2214,77949.45175,69.794678,land
318310.2217,77949.45175,69.910034,land
318311.222,77949.45175,70.009926,land
318312.2222,77949.45175,70.031998,land
318313.2225,77949.45175,70.054581,land
318314.2228,77949.45175,70.155014,land
318315.223,77949.45175,70.219917,land
318316.2233,77949.45175,70.318436,land
318317.2235,77949.45175,70.386818,land
318318.2238,77949.45175,70.394424,land
318319.2241,77949.45175,70.393738,land
318320.2243,77949.45175,70.432022,land
318321.2246,77949.45175,70.465797,land
318322.2249,77949.45175,70.522659,land
318323.2251,77949.45175,70.542603,land
318324.2254,77949.45175,70.445381,land
318325.2257,77949.45175,70.324631,land
318326.2259,77949.45175,70.300636,land
318327.2262,77949.45175,70.283165,land
318328.2264,77949.45175,70.246178,land
318329.2267,77949.45175,69.995285,land
318330.227,77949.45175,69.597565,land
318331.2272,77949.45175,68.771927,land
318332.2275,77949.45175,68.079155,land
318333.2278,77949.45175,67.805237,land
318334.228,77949.45175,67.667824,land
318335.2283,77949.45175,67.57019,land
318336.2285,77949.45175,67.538269,land
318337.2288,77949.45175,67.474632,land
318338.2291,77949.45175,67.422348,land
318339.2293,77949.45175,67.407974,land
318340.2296,77949.45175,67.408882,land
318341.2299,77949.45175,67.417305,land
318342.2301,77949.45175,67.436867,land
318343.2304,77949.45175,67.469604,land
318344.2307,77949.45175,67.498123,land
318345.2309,77949.45175,67.484879,land
318346.2312,77949.45175,67.444885,land
318347.2314,77949.45175,67.365944,land
318348.2317,77949.45175,67.368866,land
318349.232,77949.45175,67.359795,land
318350.2322,77949.45175,67.38044,land
318351.2325,77949.45175,67.37072,land
318352.2328,77949.45175,67.383057,land
318353.233,77949.45175,67.437981,land
318354.2333,77949.45175,67.503639,land
318355.2336,77949.45175,67.449165,land
318356.2338,77949.45175,67.252296,land
318357.2341,77949.45175,67.144211,land
