x,y,elevation,label
318098.1659,77855.427,71.001213,land
318099.1662,77855.427,71.008034,land
318100.1664,77855.427,70.952354,land
318101.1667,77855.427,70.882126,land
318102.1669,77855.427,70.729286,land
318103.1672,77855.427,70.615166,land
318104.1675,77855.427,70.637032,land
318105.1677,77855.427,70.651497,land
318106.168,77855.427,70.704826,land
318107.1683,77855.427,70.66407,land
318108.1685,77855.427,70.704926,land
318109.1688,77855.427,70.77536,land
318110.1691,77855.427,70.811546,land
318111.1693,77855.427,70.806488,land
318112.1696,77855.427,70.738655,land
318113.1698,77855.427,70.742287,land
318114.1701,77855.427,70.780846,land
318115.1704,77855.427,70.82756,land
318116.1706,77855.427,70.898109,land
318117.1709,77855.427,70.967865,land
318118.1712,77855.427,71.105179,land
318119.1714,77855.427,71.155487,land
318120.1717,77855.427,71.196564,land
318121.1719,77855.427,71.254173,land
318122.1722,77855.427,71.228409,land
318123.1725,77855.427,71.308769,land
318124.1727,77855.427,71.410286,land
318125.173,77855.427,71.503052,land
318126.1733,77855.427,71.610603,land
318127.1735,77855.427,71.663261,land
318128.1738,77855.427,71.753998,land
318129.1741,77855.427,71.883568,land
318130.1743,77855.427,71.918388,land
318131.1746,77855.427,72.013802,land
318132.1748,77855.427,72.07103,land
318133.1751,77855.427,72.282356,land
318134.1754,77855.427,72.469345,land
318135.1756,77855.427,72.47715,land
318136.1759,77855.427,72.385651,land
318137.1762,77855.427,72.40789,land
318138.1764,77855.427,72.576797,land
318139.1767,77855.427,72.646873,land
318140.1769,77855.427,72.592804,land
318141.1772,77855.427,72.739799,land
318142.1775,77855.427,72.956436,land
318143.1777,77855.427,73.135124,land
318144.178,77855.427,73.155693,land
318145.1783,77855.427,73.155594,land
318146.1785,77855.427,73.156242,land
318147.1788,77855.427,73.082253,land
318148.1791,77855.427,72.998955,land
318149.1793,77855.427,73.02916,land
318150.1796,77855.427,73.054619,land
318151.1798,77855.427,73.124451,land
318152.1801,77855.427,73.1455,land
318153.1804,77855.427,73.132233,land
318154.1806,77855.427,73.020081,land
318155.1809,77855.427,73.046089,land
318156.1812,77855.427,73.177284,land
318157.1814,77855.427,73.242958,land
318158.1817,77855.427,73.16407,land
318159.182,77855.427,73.138496,land
318160.1822,77855.427,73.161667,land
318161.1825,77855.427,73.099075,land
318162.1827,77855.427,72.991142,land
318163.183,77855.427,72.952209,land
318164.1833,77855.427,72.928207,land
318165.1835,77855.427,72.907272,land
318166.1838,77855.427,72.871826,land
318167.1841,77855.427,72.826157,land
318168.1843,77855.427,72.702675,land
318169.1846,77855.427,72.596474,land
318170.1848,77855.427,72.488075,land
318171.1851,77855.427,72.48909,land
318172.1854,77855.427,72.393456,land
318173.1856,77855.427,72.286133,land
318174.1859,77855.427,72.202812,land
318175.1862,77855.427,72.247253,land
318176.1864,77855.427,72.274254,land
318177.1867,77855.427,72.307907,land
318178.187,77855.427,72.252419,land
318179.1872,77855.427,72.218536,land
318180.1875,77855.427,72.218346,land
318181.1877,77855.427,72.241524,land
318182.188,77855.427,72.301842,land
318183.1883,77855.427,72.367065,land
318184.1885,77855.427,72.453285,land
318185.1888,77855.427,72.538658,land
318186.1891,77855.427,72.608047,land
318187.1893,77855.427,72.679268,land
318188.1896,77855.427,72.670189,land
318189.1898,77855.427,72.529221,land
318190.1901,77855.427,72.362022,land
318191.1904,77855.427,72.511108,land
318192.1906,77855.427,72.599785,land
318193.1909,77855.427,72.635391,land
318194.1912,77855.427,72.635574,land
318195.1914,77855.427,72.591583,land
318196.1917,77855.427,72.519051,land
318197.192,77855.427,72.400467,land
318198.1922,77855.427,72.49472,land
318199.1925,77855.427,72.975487,land
318200.1927,77855.427,73.232323,land
318201.193,77855.427,73.309296,land
318202.1933,77855.427,73.247688,land
318203.1935,77855.427,73.183632,land
318204.1938,77855.427,73.251205,land
318205.1941,77855.427,73.26326,land
318206.1943,77855.427,73.320381,land
318207.1946,77855.427,73.442154,land
318208.1949,77855.427,73.5513,land
318209.1951,77855.427,73.563026,land
318210.1954,77855.427,73.490036,land
318211.1956,77855.427,73.495674,land
318212.1959,77855.427,73.593811,land
318213.1962,77855.427,73.56929,land
318214.1964,77855.427,73.527481,land
318215.1967,77855.427,73.52462,land
318216.197,77855.427,73.580727,land
318217.1972,77855.427,73.620567,land
318218.1975,77855.427,73.613495,land
318219.1977,77855.427,73.601906,land
318220.198,77855.427,73.624649,land
318221.1983,77855.427,73.707664,land
318222.1985,77855.427,73.788986,land
318223.1988,77855.427,73.900398,land
318224.1991,77855.427,73.996902,land
318225.1993,77855.427,73.98317,land
318226.1996,77855.427,74.004662,land
318227.1999,77855.427,74.0242,land
318228.2001,77855.427,74.049667,land
318229.2004,77855.427,74.037292,land
318230.2006,77855.427,74.070747,land
318231.2009,77855.427,74.118744,land
318232.2012,77855.427,74.171066,land
318233.2014,77855.427,74.283012,land
318234.2017,77855.427,74.395927,land
318235.202,77855.427,74.453659,land
318236.2022,77855.427,74.473137,land
318237.2025,77855.427,74.501091,land
318238.2027,77855.427,74.556877,land
318239.203,77855.427,74.684875,land
318240.2033,77855.427,74.839851,land
318241.2035,77855.427,75.007645,land
318242.2038,77855.427,75.052361,land
318243.2041,77855.427,74.922836,land
318244.2043,77855.427,74.911659,land
318245.2046,77855.427,75.04734,land
318246.2049,77855.427,75.128914,land
318247.2051,77855.427,75.058365,land
318248.2054,77855.427,75.122345,land
318249.2056,77855.427,75.188263,land
318250.2059,77855.427,75.24836,land
318251.2062,77855.427,75.267471,land
318252.2064,77855.427,75.375237,land
318253.2067,77855.427,75.496765,land
318254.207,77855.427,75.666794,land
318255.2072,77855.427,75.827682,land
318256.2075,77855.427,75.952904,land
318257.2078,77855.427,76.007462,land
318258.208,77855.427,75.979691,land
318259.2083,77855.427,75.933746,land
318260.2085,77855.427,75.957077,land
318261.2088,77855.427,76.117783,land
318262.2091,77855.427,76.332626,land
318263.2093,77855.427,76.373863,land
318264.2096,77855.427,76.434708,land
318265.2099,77855.427,76.546181,land
318266.2101,77855.427,76.572678,land
318267.2104,77855.427,76.508926,land
318268.2106,77855.427,76.521843,land
318269.2109,77855.427,76.590393,land
318270.2112,77855.427,76.720581,land
318271.2114,77855.427,76.659302,land
318272.2117,77855.427,76.631012,land
318273.212,77855.427,76.734474,land
318274.2122,77855.427,76.828629,land
318275.2125,77855.427,76.844498,land
318276.2128,77855.427,76.719627,land
318277.213,77855.427,76.751198,land
318278.2133,77855.427,76.775055,land
318279.2135,77855.427,76.933853,land
318280.2138,77855.427,76.930977,land
318281.2141,77855.427,76.850464,land
318282.2143,77855.427,76.95462,land
318283.2146,77855.427,77.046005,land
318284.2149,77855.427,77.077759,land
318285.2151,77855.427,76.944221,land
318286.2154,77855.427,76.873932,land
318287.2156,77855.427,76.832001,land
318288.2159,77855.427,76.958939,land
318289.2162,77855.427,77.04834,land
318290.2164,77855.427,76.980774,land
318291.2167,77855.427,76.94767,land
318292.217,77855.427,76.928642,land
318293.2172,77855.427,76.903893,land
318294.2175,77855.427,76.870003,land
318295.2178,77855.427,76.913353,land
318296.218,77855.427,76.844574,land
318297.2183,77855.427,76.818169,land
318298.2185,77855.427,76.822685,land
318299.2188,77855.427,76.847893,land
318300.2191,77855.427,76.9403,land
318301.2193,77855.427,76.904488,land
318302.2196,77855.427,76.882935,land
318303.2199,77855.427,76.813721,land
318304.2201,77855.427,76.754555,land
318305.2204,77855.427,76.803452,land
318306.2207,77855.427,76.867073,land
318307.2209,77855.427,77.033882,land
318308.2212,77855.427,76.965515,land
318309.2214,77855.427,76.954735,land
318310.2217,77855.427,76.933235,land
318311.222,77855.427,76.844009,land
318312.2222,77855.427,76.923798,land
318313.2225,77855.427,76.991104,land
318314.2228,77855.427,76.947327,land
318315.223,77855.427,76.881027,land
318316.2233,77855.427,76.783379,land
318317.2235,77855.427,76.503059,land
318318.2238,77855.427,76.076889,land
318319.2241,77855.427,75.819862,land
318320.2243,77855.427,75.754875,land
318321.2246,77855.427,75.720169,land
318322.2249,77855.427,75.646683,land
318323.2251,77855.427,75.587982,land
318324.2254,77855.427,75.297852,land
318325.2257,77855.427,75.220299,land
318326.2259,77855.427,75.256378,land
318327.2262,77855.427,75.237267,land
318328.2264,77855.427,75.411179,land
318329.2267,77855.427,75.396843,land
318330.227,77855.427,75.356316,land
318331.2272,77855.427,75.281471,land
318332.2275,77855.427,75.226089,land
318333.2278,77855.427,75.309998,land
318334.228,77855.427,75.435715,land
318335.2283,77855.427,75.50563,land
318336.2285,77855.427,75.623856,land
318337.2288,77855.427,75.795685,land
318338.2291,77855.427,75.856979,land
318339.2293,77855.427,75.800278,land
318340.2296,77855.427,75.915184,land
318341.2299,77855.427,75.866867,land
318342.2301,77855.427,75.853409,land
318343.2304,77855.427,75.882469,land
318344.2307,77855.427,75.942245,land
318345.2309,77855.427,75.965324,land
318346.2312,77855.427,76.009079,land
318347.2314,77855.427,76.071411,land
318348.2317,77855.427,76.082352,land
318349.232,77855.427,76.024414,land
318350.2322,77855.427,76.045692,land
318351.2325,77855.427,76.095955,land
318352.2328,77855.427,76.143173,land
318353.233,77855.427,76.188736,land
318354.2333,77855.427,76.218445,land
318355.2336,77855.427,76.226845,land
318356.2338,77855.427,76.202148,land
318357.2341,77855.427,76.229385,land
318358.2343,77855.427,76.090416,land
318359.2346,77855.427,75.914307,land
318360.2349,77855.427,75.732864,land
318361.2351,77855.427,75.369354,land
318362.2354,77855.427,75.110847,land
318363.2357,77855.427,75.001656,land
318364.2359,77855.427,74.836632,land
318365.2362,77855.427,74.619568,land
318366.2364,77855.427,74.404922,land
318367.2367,77855.427,74.358109,land
318368.237,77855.427,74.315208,land
318369.2372,77855.427,74.341576,land
318370.2375,77855.427,74.337975,land
318371.2378,77855.427,74.235229,land
318372.238,77855.427,74.244179,land
318373.2383,77855.427,74.254524,land
318374.2386,77855.427,74.218613,land
318375.2388,77855.427,74.220573,land
318376.2391,77855.427,74.1922,land
318377.2393,77855.427,74.261559,land
318378.2396,77855.427,74.276749,land
318379.2399,77855.427,74.188667,land
318380.2401,77855.427,74.14418,land
318381.2404,77855.427,74.124359,land
318382.2407,77855.427,74.054825,land
318383.2409,77855.427,74.02507,land
318384.2412,77855.427,74.024734,land
318385.2415,77855.427,74.004295,land
318386.2417,77855.427,73.954865,land
318387.242,77855.427,73.937355,land
318388.2422,77855.427,73.888184,land
318389.2425,77855.427,73.845665,land
318390.2428,77855.427,73.800354,land
318391.243,77855.427,73.72467,land
318392.2433,77855.427,73.655266,land
318393.2436,77855.427,73.61438,land
318394.2438,77855.427,73.564926,land
318395.2441,77855.427,73.458488,land
318396.2443,77855.427,73.503639,land
318397.2446,77855.427,73.564743,land
318398.2449,77855.427,73.666046,land
318399.2451,77855.427,73.735397,land
318400.2454,77855.427,73.793365,land
318401.2457,77855.427,73.807434,land
318402.2459,77855.427,73.677338,land
318403.2462,77855.427,73.543259,land
318404.2465,77855.427,73.462715,land
318405.2467,77855.427,73.474289,land
318406.247,77855.427,73.399673,land
318407.2472,77855.427,73.328735,land
318408.2475,77855.427,73.279114,land
318409.2478,77855.427,73.199966,land
318410.248,77855.427,73.104614,land
318411.2483,77855.427,72.905304,land
318412.2486,77855.427,72.853859,land
318413.2488,77855.427,72.927315,land
318414.2491,77855.427,72.910309,land
318415.2493,77855.427,72.829155,land
318416.2496,77855.427,72.802971,land
318417.2499,77855.427,72.805367,land
318418.2501,77855.427,72.807877,land
317916.118,77854.42674,65.034126,land
317917.1182,77854.42674,64.979271,land
317918.1185,77854.42674,64.954094,land
317919.1188,77854.42674,64.92971,land
317920.119,77854.42674,64.943291,land
317921.1193,77854.42674,64.941551,land
317922.1196,77854.42674,64.918251,land
317923.1198,77854.42674,64.866676,land
317924.1201,77854.42674,64.860695,land
317925.1203,77854.42674,64.924591,land
317926.1206,77854.42674,65.025604,land
317927.1209,77854.42674,64.913399,land
317928.1211,77854.42674,64.94558,land
317929.1214,77854.42674,64.848854,land
317930.1217,77854.42674,64.698494,land
317931.1219,77854.42674,64.752243,land
317932.1222,77854.42674,64.757362,land
317933.1225,77854.42674,64.727562,land
317934.1227,77854.42674,64.747971,land
317935.123,77854.42674,64.847427,land
317936.1232,77854.42674,64.852814,land
317937.1235,77854.42674,64.814453,land
317938.1238,77854.42674,64.854988,land
317939.124,77854.42674,64.819153,land
317940.1243,77854.42674,64.715584,land
317941.1246,77854.42674,64.679932,land
317942.1248,77854.42674,64.736298,land
317943.1251,77854.42674,64.745331,land
317944.1253,77854.42674,64.67057,land
317945.1256,77854.42674,64.704712,land
317946.1259,77854.42674,64.628067,land
317947.1261,77854.42674,64.682304,land
317948.1264,77854.42674,64.70266,land
317949.1267,77854.42674,64.628273,land
317950.1269,77854.42674,64.653877,land
317951.1272,77854.42674,64.684517,land
317952.1275,77854.42674,64.737305,land
317953.1277,77854.42674,64.667274,land
317954.128,77854.42674,64.634163,land
317955.1282,77854.42674,64.792503,land
317956.1285,77854.42674,64.666496,land
317957.1288,77854.42674,64.616692,land
317958.129,77854.42674,64.712074,land
317959.1293,77854.42674,64.816826,land
317960.1296,77854.42674,64.697906,land
317961.1298,77854.42674,64.624039,land
317962.1301,77854.42674,64.678635,land
317963.1303,77854.42674,64.736015,land
317964.1306,77854.42674,64.737831,land
317965.1309,77854.42674,64.715691,land
317966.1311,77854.42674,64.789879,land
317967.1314,77854.42674,64.878662,land
317968.1317,77854.42674,64.937836,land
317969.1319,77854.42674,65.028099,land
317970.1322,77854.42674,65.093292,land
317971.1325,77854.42674,65.119202,land
317972.1327,77854.42674,65.208496,land
317973.133,77854.42674,65.326317,land
317974.1332,77854.42674,65.364113,land
317975.1335,77854.42674,65.40535,land
317976.1338,77854.42674,65.449875,land
317977.134,77854.42674,65.546555,land
317978.1343,77854.42674,65.663155,land
317979.1346,77854.42674,65.828079,land
317980.1348,77854.42674,66.00602,land
317981.1351,77854.42674,66.250404,land
317982.1354,77854.42674,66.502243,land
317983.1356,77854.42674,66.799377,land
317984.1359,77854.42674,67.047722,land
317985.1361,77854.42674,67.238708,land
317986.1364,77854.42674,67.407028,land
317987.1367,77854.42674,67.678467,land
317988.1369,77854.42674,67.944252,land
317989.1372,77854.42674,68.177879,land
317990.1375,77854.42674,68.294945,land
317991.1377,77854.42674,68.4104,land
317992.138,77854.42674,68.558594,land
317993.1382,77854.42674,68.636002,land
317994.1385,77854.42674,68.719246,land
317995.1388,77854.42674,68.869759,land
317996.139,77854.42674,68.973648,land
317997.1393,77854.42674,68.985977,land
317998.1396,77854.42674,68.941956,land
317999.1398,77854.42674,68.916878,land
318000.1401,77854.42674,68.922134,land
318001.1404,77854.42674,68.967957,land
318002.1406,77854.42674,68.885071,land
318003.1409,77854.42674,68.798973,land
318004.1411,77854.42674,68.686432,land
318005.1414,77854.42674,68.569878,land
318006.1417,77854.42674,68.388176,land
318007.1419,77854.42674,68.144203,land
318008.1422,77854.42674,67.889786,land
318009.1425,77854.42674,67.630959,land
318010.1427,77854.42674,67.355606,land
318011.143,77854.42674,67.072311,land
318012.1433,77854.42674,66.788078,land
318013.1435,77854.42674,66.595078,land
318014.1438,77854.42674,66.419083,land
318015.144,77854.42674,66.309212,land
318016.1443,77854.42674,66.207405,land
318017.1446,77854.42674,66.102455,land
318018.1448,77854.42674,65.9468,land
318019.1451,77854.42674,65.861588,land
318020.1454,77854.42674,65.809296,land
318021.1456,77854.42674,65.715775,land
318022.1459,77854.42674,65.632195,land
318023.1461,77854.42674,65.628654,land
318024.1464,77854.42674,65.594009,land
318025.1467,77854.42674,65.586853,land
318026.1469,77854.42674,65.569794,land
318027.1472,77854.42674,65.500854,land
318028.1475,77854.42674,65.44239,land
318029.1477,77854.42674,65.405388,land
318030.148,77854.42674,65.406616,land
318031.1483,77854.42674,65.436737,land
318032.1485,77854.42674,65.50769,land
318033.1488,77854.42674,65.597092,land
318034.149,77854.42674,65.607651,land
318035.1493,77854.42674,65.516045,land
318036.1496,77854.42674,65.395248,land
318037.1498,77854.42674,65.379387,land
318038.1501,77854.42674,65.379883,land
318039.1504,77854.42674,65.378845,land
318040.1506,77854.42674,65.361092,land
318041.1509,77854.42674,65.314735,land
318042.1511,77854.42674,65.29966,land
318043.1514,77854.42674,65.318657,land
318044.1517,77854.42674,65.321312,land
318045.1519,77854.42674,65.347908,land
318046.1522,77854.42674,65.184837,land
318047.1525,77854.42674,64.96241,land
318048.1527,77854.42674,64.941139,land
318049.153,77854.42674,64.981689,land
318050.1533,77854.42674,64.983528,land
318051.1535,77854.42674,64.981247,land
318052.1538,77854.42674,64.790565,land
318053.154,77854.42674,64.781952,land
318054.1543,77854.42674,64.759811,land
318055.1546,77854.42674,64.621231,land
318056.1548,77854.42674,64.53817,land
318057.1551,77854.42674,64.565125,land
318058.1554,77854.42674,64.526283,land
318059.1556,77854.42674,64.50753,land
318060.1559,77854.42674,64.524841,land
318061.1562,77854.42674,64.598213,land
318062.1564,77854.42674,64.800224,land
318063.1567,77854.42674,65.145103,land
318064.1569,77854.42674,65.475029,land
318065.1572,77854.42674,65.984901,land
318066.1575,77854.42674,66.533409,land
318067.1577,77854.42674,66.996323,land
318068.158,77854.42674,67.546585,land
318069.1583,77854.42674,68.020676,land
318070.1585,77854.42674,68.216995,land
318071.1588,77854.42674,68.254707,land
318072.159,77854.42674,68.532814,land
318073.1593,77854.42674,68.970451,land
318074.1596,77854.42674,69.291283,land
318075.1598,77854.42674,69.53376,land
318076.1601,77854.42674,69.807045,land
318077.1604,77854.42674,69.941505,land
318078.1606,77854.42674,69.917801,land
318079.1609,77854.42674,70.012794,land
318080.1612,77854.42674,70.134621,land
318081.1614,77854.42674,70.230591,land
318082.1617,77854.42674,70.357552,land
318083.1619,77854.42674,70.491074,land
318084.1622,77854.42674,70.554871,land
318085.1625,77854.42674,70.658371,land
318086.1627,77854.42674,70.738808,land
318087.163,77854.42674,70.762947,land
318088.1633,77854.42674,70.828712,land
318089.1635,77854.42674,70.97245,land
318090.1638,77854.42674,71.197769,land
318091.164,77854.42674,71.411949,land
318092.1643,77854.42674,71.439766,land
318093.1646,77854.42674,71.423866,land
318094.1648,77854.42674,71.464981,land
318095.1651,77854.42674,71.343201,land
318096.1654,77854.42674,71.237381,land
318097.1656,77854.42674,71.179634,land
318098.1659,77854.42674,71.096321,land
318099.1662,77854.42674,71.124939,land
318100.1664,77854.42674,71.072578,land
318101.1667,77854.42674,70.915596,land
318102.1669,77854.42674,70.799026,land
318103.1672,77854.42674,70.744019,land
318104.1675,77854.42674,70.751114,land
318105.1677,77854.42674,70.767334,land
318106.168,77854.42674,70.74131,land
318107.1683,77854.42674,70.732178,land
318108.1685,77854.42674,70.750412,land
318109.1688,77854.42674,70.830933,land
318110.1691,77854.42674,70.856812,land
318111.1693,77854.42674,70.808464,land
318112.1696,77854.42674,70.762306,land
318113.1698,77854.42674,70.776451,land
318114.1701,77854.42674,70.847931,land
318115.1704,77854.42674,70.990044,land
318116.1706,77854.42674,71.119072,land
318117.1709,77854.42674,71.069778,land
318118.1712,77854.42674,71.071526,land
318119.1714,77854.42674,71.168304,land
318120.1717,77854.42674,71.207458,land
318121.1719,77854.42674,71.280083,land
318122.1722,77854.42674,71.364952,land
318123.1725,77854.42674,71.408844,land
318124.1727,77854.42674,71.504776,land
318125.173,77854.42674,71.572876,land
318126.1733,77854.42674,71.67086,land
318127.1735,77854.42674,71.803917,land
318128.1738,77854.42674,71.940544,land
318129.1741,77854.42674,71.986977,land
318130.1743,77854.42674,72.058884,land
318131.1746,77854.42674,72.1073,land
318132.1748,77854.42674,72.157578,land
318133.1751,77854.42674,72.307838,land
318134.1754,77854.42674,72.400429,land
318135.1756,77854.42674,72.381653,land
318136.1759,77854.42674,72.312416,land
318137.1762,77854.42674,72.456726,land
318138.1764,77854.42674,72.701172,land
318139.1767,77854.42674,72.764839,land
318140.1769,77854.42674,72.725655,land
318141.1772,77854.42674,72.868134,land
318142.1775,77854.42674,73.056808,land
318143.1777,77854.42674,73.135445,land
318144.178,77854.42674,73.17662,land
318145.1783,77854.42674,73.202362,land
318146.1785,77854.42674,73.205482,land
318147.1788,77854.42674,73.106041,land
318148.1791,77854.42674,72.97953,land
318149.1793,77854.42674,73.022377,land
318150.1796,77854.42674,73.108925,land
318151.1798,77854.42674,73.136452,land
318152.1801,77854.42674,73.070862,land
318153.1804,77854.42674,73.027855,land
318154.1806,77854.42674,73.006142,land
318155.1809,77854.42674,73.05481,land
318156.1812,77854.42674,73.12307,land
318157.1814,77854.42674,73.101135,land
318158.1817,77854.42674,73.066124,land
318159.182,77854.42674,73.070999,land
318160.1822,77854.42674,73.139458,land
318161.1825,77854.42674,73.095543,land
318162.1827,77854.42674,73.021225,land
318163.183,77854.42674,73.020462,land
318164.1833,77854.42674,72.981407,land
318165.1835,77854.42674,72.989738,land
318166.1838,77854.42674,72.936882,land
318167.1841,77854.42674,72.8312,land
318168.1843,77854.42674,72.732063,land
318169.1846,77854.42674,72.653152,land
318170.1848,77854.42674,72.544075,land
318171.1851,77854.42674,72.467834,land
318172.1854,77854.42674,72.362885,land
318173.1856,77854.42674,72.272575,land
318174.1859,77854.42674,72.233498,land
318175.1862,77854.42674,72.26548,land
318176.1864,77854.42674,72.251526,land
318177.1867,77854.42674,72.239853,land
318178.187,77854.42674,72.233559,land
318179.1872,77854.42674,72.265427,land
318180.1875,77854.42674,72.256668,land
318181.1877,77854.42674,72.28289,land
318182.188,77854.42674,72.355423,land
318183.1883,77854.42674,72.393578,land
318184.1885,77854.42674,72.45977,land
318185.1888,77854.42674,72.54393,land
318186.1891,77854.42674,72.608223,land
318187.1893,77854.42674,72.678383,land
318188.1896,77854.42674,72.640907,land
318189.1898,77854.42674,72.506325,land
318190.1901,77854.42674,72.435532,land
318191.1904,77854.42674,72.588753,land
318192.1906,77854.42674,72.64196,land
318193.1909,77854.42674,72.655144,land
318194.1912,77854.42674,72.647896,land
318195.1914,77854.42674,72.586243,land
318196.1917,77854.42674,72.494453,land
318197.192,77854.42674,72.418472,land
318198.1922,77854.42674,72.735947,land
318199.1925,77854.42674,73.111099,land
318200.1927,77854.42674,73.240639,land
318201.193,77854.42674,73.300682,land
318202.1933,77854.42674,73.224533,land
318203.1935,77854.42674,73.220833,land
318204.1938,77854.42674,73.300514,land
318205.1941,77854.42674,73.338898,land
318206.1943,77854.42674,73.397453,land
318207.1946,77854.42674,73.506805,land
318208.1949,77854.42674,73.543793,land
318209.1951,77854.42674,73.492424,land
318210.1954,77854.42674,73.446014,land
318211.1956,77854.42674,73.504807,land
318212.1959,77854.42674,73.572571,land
318213.1962,77854.42674,73.542198,land
318214.1964,77854.42674,73.476021,land
318215.1967,77854.42674,73.486931,land
318216.197,77854.42674,73.554642,land
318217.1972,77854.42674,73.610352,land
318218.1975,77854.42674,73.603943,land
318219.1977,77854.42674,73.617546,land
318220.198,77854.42674,73.65062,land
318221.1983,77854.42674,73.732285,land
318222.1985,77854.42674,73.796112,land
318223.1988,77854.42674,73.876518,land
318224.1991,77854.42674,73.969368,land
318225.1993,77854.42674,74.097359,land
318226.1996,77854.42674,74.110886,land
318227.1999,77854.42674,74.075142,land
318228.2001,77854.42674,74.02552,land
318229.2004,77854.42674,74.039642,land
318230.2006,77854.42674,74.091141,land
318231.2009,77854.42674,74.146019,land
318232.2012,77854.42674,74.216408,land
318233.2014,77854.42674,74.320335,land
318234.2017,77854.42674,74.436386,land
318235.202,77854.42674,74.531487,land
318236.2022,77854.42674,74.569717,land
318237.2025,77854.42674,74.623833,land
318238.2027,77854.42674,74.679375,land
318239.203,77854.42674,74.740295,land
318240.2033,77854.42674,74.820198,land
318241.2035,77854.42674,74.897743,land
318242.2038,77854.42674,74.941574,land
318243.2041,77854.42674,74.884972,land
318244.2043,77854.42674,74.940849,land
318245.2046,77854.42674,75.091789,land
318246.2049,77854.42674,75.153297,land
318247.2051,77854.42674,75.128319,land
318248.2054,77854.42674,75.169502,land
318249.2056,77854.42674,75.26046,land
318250.2059,77854.42674,75.331253,land
318251.2062,77854.42674,75.337364,land
318252.2064,77854.42674,75.395889,land
318253.2067,77854.42674,75.479866,land
318254.207,77854.42674,75.61731,land
318255.2072,77854.42674,75.782539,land
318256.2075,77854.42674,75.867348,land
318257.2078,77854.42674,75.874641,land
318258.208,77854.42674,75.869606,land
318259.2083,77854.42674,75.928101,land
318260.2085,77854.42674,75.985268,land
318261.2088,77854.42674,76.251678,land
318262.2091,77854.42674,76.379204,land
318263.2093,77854.42674,76.3601,land
318264.2096,77854.42674,76.421822,land
318265.2099,77854.42674,76.469856,land
318266.2101,77854.42674,76.393044,land
318267.2104,77854.42674,76.412773,land
318268.2106,77854.42674,76.491638,land
318269.2109,77854.42674,76.563164,land
318270.2112,77854.42674,76.673676,land
318271.2114,77854.42674,76.655159,land
318272.2117,77854.42674,76.656685,land
318273.212,77854.42674,76.711594,land
318274.2122,77854.42674,76.720024,land
318275.2125,77854.42674,76.647743,land
318276.2128,77854.42674,76.668434,land
318277.213,77854.42674,76.787247,land
318278.2133,77854.42674,76.834755,land
318279.2135,77854.42674,76.948387,land
318280.2138,77854.42674,76.934174,land
318281.2141,77854.42674,76.911255,land
318282.2143,77854.42674,77.004898,land
318283.2146,77854.42674,77.032974,land
318284.2149,77854.42674,77.03492,land
318285.2151,77854.42674,76.910454,land
318286.2154,77854.42674,76.843521,land
318287.2156,77854.42674,76.932541,land
318288.2159,77854.42674,77.099121,land
318289.2162,77854.42674,77.133926,land
318290.2164,77854.42674,77.049187,land
318291.2167,77854.42674,76.977394,land
318292.217,77854.42674,76.902313,land
318293.2172,77854.42674,76.849724,land
318294.2175,77854.42674,76.864098,land
318295.2178,77854.42674,76.906059,land
318296.218,77854.42674,76.839951,land
318297.2183,77854.42674,76.835754,land
318298.2185,77854.42674,76.814766,land
318299.2188,77854.42674,76.808594,land
318300.2191,77854.42674,76.926353,land
318301.2193,77854.42674,76.975777,land
318302.2196,77854.42674,76.955406,land
318303.2199,77854.42674,76.909813,land
318304.2201,77854.42674,76.77581,land
318305.2204,77854.42674,76.781586,land
318306.2207,77854.42674,76.893021,land
318307.2209,77854.42674,76.997787,land
318308.2212,77854.42674,76.978851,land
318309.2214,77854.42674,76.972282,land
318310.2217,77854.42674,76.871376,land
318311.222,77854.42674,76.838036,land
318312.2222,77854.42674,76.881332,land
318313.2225,77854.42674,76.880577,land
318314.2228,77854.42674,76.889473,land
318315.223,77854.42674,76.869873,land
318316.2233,77854.42674,76.770828,land
318317.2235,77854.42674,76.523598,land
318318.2238,77854.42674,76.182907,land
318319.2241,77854.42674,75.92778,land
318320.2243,77854.42674,75.855659,land
318321.2246,77854.42674,75.741196,land
318322.2249,77854.42674,75.610123,land
318323.2251,77854.42674,75.466553,land
318324.2254,77854.42674,75.319031,land
318325.2257,77854.42674,75.31942,land
318326.2259,77854.42674,75.369362,land
318327.2262,77854.42674,75.379906,land
318328.2264,77854.42674,75.505142,land
318329.2267,77854.42674,75.474731,land
318330.227,77854.42674,75.397125,land
318331.2272,77854.42674,75.299652,land
318332.2275,77854.42674,75.369675,land
318333.2278,77854.42674,75.397377,land
318334.228,77854.42674,75.437271,land
318335.2283,77854.42674,75.437271,land
318336.2285,77854.42674,75.567589,land
318337.2288,77854.42674,75.763924,land
318338.2291,77854.42674,75.841415,land
318339.2293,77854.42674,75.841072,land
318340.2296,77854.42674,75.916008,land
318341.2299,77854.42674,75.885788,land
318342.2301,77854.42674,75.907249,land
318343.2304,77854.42674,75.996117,land
318344.2307,77854.42674,76.048653,land
318345.2309,77854.42674,76.037064,land
318346.2312,77854.42674,76.084465,land
318347.2314,77854.42674,76.125954,land
318348.2317,77854.42674,76.102745,land
318349.232,77854.42674,76.073441,land
318350.2322,77854.42674,76.120567,land
318351.2325,77854.42674,76.163269,land
